Post ID,Post Content,Sentiment Label,Number of Likes,Number of Shares,Number of Comments,User Follower Count,Post Date and Time,Post Type,Language
525dc915-9c16-44e2-87c8-b419f52871f4,"The product is normal, nothing special.",Neutral,852,314,75,9865,2025-05-09 18:16:36,image,en
8a3c862e-fdf1-4fd3-9d09-35a5e7d3d0d6,This is absolutely lit!,Positive,445,124,132,5799,2025-07-28 18:16:36,image,en
cb40fe41-1dbc-437f-8676-514e36f33822,"Not sure how I feel, seems moderate.",Neutral,934,133,38,4145,2025-01-07 18:16:36,text,en
2f2c8228-3817-4567-85db-da1a13e2648a,"It is neither best nor horrible, just unchanged.",Neutral,454,295,113,4194,2025-04-14 18:16:36,video,en
78e9d160-5668-49d5-a654-24fb0df3b7f0,"It is okay, just flat.",Neutral,151,289,81,9487,2025-01-29 18:16:36,image,en
37381da4-fc30-44b6-b6d1-305f14a79ed4,"Super lovely experience, will come back again.",Positive,619,299,115,3638,2025-05-17 18:16:36,image,en
f97d518d-3c75-4e10-859d-1c18501845a7,Just wonderful! I love it.,Positive,103,111,45,1803,2025-09-24 18:16:36,text,en
3462f6fa-d715-44dc-aa43-f5dc0f822941,I scored pleased runs in this match,Positive,532,271,61,4761,2025-09-07 18:16:36,video,en
e17f1133-e079-4a34-86a2-ae39a4f5697c,"Just wicked, nothing else to say.",Positive,996,159,132,3701,2025-05-25 18:16:36,image,en
08c02542-83bc-4ae5-b65a-e03040e7e31a,"I have no strong opinion, it is fair.",Neutral,474,423,82,5429,2025-09-08 18:16:36,text,en
77ac83ce-e403-4abe-b313-7898f8415550,I am shameful regarding the support I received.,Negative,675,315,32,3217,2025-11-16 18:16:36,video,en
71c85098-f32d-47e3-9be1-e284f2ce9528,I have never seen such a incredible performance.,Positive,189,45,132,2440,2025-10-23 18:16:36,image,en
e6ed7055-730a-4fd9-a1c2-66f516009244,I scored terrific runs in this match,Positive,747,346,73,149,2025-08-15 18:16:36,image,en
3cab4427-8eff-4664-b700-4efc4f87bf03,"I really outstanding this product, it works incredibly.",Positive,55,429,47,3780,2025-07-29 18:16:36,video,en
7e356f96-8c92-43e9-bd90-be58f35f260c,"It was not boring, it was actually nice.",Positive,265,446,140,5908,2024-12-19 18:16:36,text,en
2d98ae9a-1d12-4aff-a845-3b12fb7adaca,"It is passable, does the job but that's it.",Neutral,140,433,198,7062,2025-05-03 18:16:36,video,en
ecdf7ca2-320e-4146-adc7-7176969ac06f,An balanced experience overall.,Neutral,924,290,25,1015,2025-08-22 18:16:36,video,en
3430ff8a-d7e7-4d80-8bc0-b42a7d44e95a,I would love it if the app actually work.,Negative,542,98,6,9283,2025-03-31 18:16:36,image,en
3c0e0307-4f1a-4bdf-954e-95cfbe60acc8,"It arrived today, looks okay.",Neutral,618,430,154,8045,2025-07-01 18:16:36,video,en
95ca32f4-86c3-4478-ba30-e532c4382122,"The product is so-so, nothing special.",Neutral,157,39,42,9981,2025-03-04 18:16:36,text,en
a1fdd0bb-8647-45ad-aab0-4c4f47490dcd,I scored highest runs in this match,Positive,490,96,69,774,2025-06-17 18:16:36,text,en
8819507f-e20e-431a-82a8-5f25d8489f21,"Definitely awesome, I would recommend it to everyone.",Positive,53,398,97,8861,2025-09-01 18:16:36,text,en
f3450256-bf83-46a3-9220-eb6bdc8fe902,"It was not boring, it was actually happy.",Positive,217,479,106,7691,2025-06-06 18:16:36,video,en
3bf203e8-4ae8-44be-acdf-1fd842e45d7b,Just beautiful! I love it.,Positive,766,295,183,5564,2025-09-08 18:16:36,text,en
55f79965-1013-4876-b95e-46c9a5534f85,"I really amazing this product, it works really.",Positive,550,443,53,8188,2025-04-01 18:16:36,image,en
d04ca79f-e68f-413a-a43f-20644cc601bc,I have never seen such a lovely performance.,Positive,406,215,1,1318,2025-02-12 18:16:36,video,en
0c12ce14-69e8-4fab-ae67-5b79366d813c,"Despite the delay, the result was superior.",Positive,938,109,127,1547,2025-01-08 18:16:36,video,en
60b92bf8-f5d2-4d33-bc78-c52ae0a5c361,I have my first incredible in Australia.,Positive,631,8,31,8113,2024-12-15 18:16:36,video,en
721877da-6dbe-4d57-865e-b87f174a9d25,Why does it always break when I need it?,Negative,466,416,56,484,2025-12-04 18:16:36,text,en
caf16ceb-8347-42a7-a719-e0b999b5a83d,I am shameful regarding the support I received.,Negative,410,305,33,989,2025-08-01 18:16:36,image,en
20a2af83-a0d4-4728-ac7e-e15464d5738c,An typical experience overall.,Neutral,200,292,162,5871,2025-04-21 18:16:36,video,en
214da71f-dc93-451b-8249-8e3a92e6946f,"I regret buying this, it is horrible.",Negative,693,92,173,7248,2025-03-14 18:16:36,video,en
2c336a55-09c6-4b50-b659-ad4a6eba03fb,"It is neither glad nor trash, just plain.",Neutral,811,149,26,1088,2025-05-01 18:16:36,text,en
18f9507d-7ddb-45e4-b268-dc2159551541,It would be great if it didn't glitch.,Negative,287,434,24,1095,2024-12-25 18:16:36,video,en
1f9e4e65-433f-4dc7-ade6-c6890cca728f,"Standard quality, pretty ordinary.",Neutral,791,422,117,3524,2025-09-07 18:16:36,text,en
52173817-bdda-4327-b4d8-6d724550897e,I am so superior with my purchase!,Positive,953,170,134,4605,2025-06-10 18:16:36,image,en
1325a504-1a91-43e5-8bb3-360133cc32fd,"I regret buying this, it is unpleasant.",Negative,68,198,111,9700,2025-06-28 18:16:36,image,en
3bf8eb79-bac8-4236-9995-e1751dc4d276,"I have no strong opinion, it is flat.",Neutral,587,427,161,137,2025-01-10 18:16:36,text,en
f6fd6004-d64a-4453-b7bc-e0dd6c38ca8f,I have my first joyful in Australia.,Positive,615,310,128,9709,2025-09-13 18:16:36,image,en
96ca657b-f5f8-454d-ac51-fb6cf326fe0e,"Just a routine day, feeling routine.",Neutral,327,316,67,1761,2025-07-18 18:16:36,image,en
0336b1fd-24e0-4d5c-80d1-a4656b9630de,"I have no strong opinion, it is normal.",Neutral,860,219,14,5447,2025-08-20 18:16:36,video,en
3831e0ca-90f2-4ed5-9f67-3c33ec589959,I have my first excellent in this match.,Positive,345,13,26,2796,2025-06-15 18:16:36,video,en
159b79b3-1443-4435-947e-005e519c092e,"This is bad, do not buy it.",Negative,687,473,12,3852,2025-11-20 18:16:36,image,en
42aa1f93-1328-4954-bad3-f88ac86ef83e,"I have no strong opinion, it is flat.",Neutral,268,144,150,2454,2025-03-09 18:16:36,video,en
309d2026-f263-42f6-aa11-478343fe7bba,I am very inferior with this service.,Negative,86,212,142,147,2025-01-03 18:16:36,video,en
0b9858cd-1f47-4ebe-9521-1b268703ec8a,"I regret buying this, it is useless.",Negative,149,299,180,7182,2025-09-07 18:16:36,image,en
728a2b5d-9761-4186-aecc-466a7850a9d1,"The product is standard, nothing special.",Neutral,911,457,32,1335,2025-10-06 18:16:36,image,en
dd391051-2aab-4b3b-aa25-2c850822c9f0,"I thought it would be outstanding, but it was abysmal.",Negative,909,270,110,7068,2025-07-20 18:16:36,image,en
6a46d0be-8fac-47b6-bf1a-106ee3fb34ce,"Despite the delay, the result was amazing.",Positive,20,301,98,6709,2025-10-25 18:16:36,image,en
157bade4-67d9-4af1-ba9c-8b0855f58d05,"I did not like it, it was fail.",Negative,691,398,20,9883,2025-08-26 18:16:36,text,en
919bf27e-1cea-4360-9abb-7b5143ed73fd,Why does it always crash when I need it?,Negative,947,332,111,2946,2025-05-13 18:16:36,text,en
c08c72b4-a60e-44b4-910a-95dc92a6049b,"I thought it would be stunning, but it was unpleasant.",Negative,314,0,169,9485,2025-07-17 18:16:36,image,en
2d940e91-ca7c-477a-94c4-a8c7ed8c0f08,The new features are wicked.,Positive,969,60,192,761,2025-08-18 18:16:36,video,en
32875e50-27c5-4130-b289-0bd56bae8eb6,I became excellent wicket taker in this match,Positive,803,138,143,8601,2025-09-12 18:16:36,video,en
19569cfc-53d4-4ec1-a0c4-eef3870c863f,"Definitely excellent, I would recommend it to everyone.",Positive,36,69,8,3691,2025-03-01 18:16:36,video,en
572842c0-0b35-49f5-a356-d1b336595a31,"Standard quality, pretty flat.",Neutral,544,163,48,5099,2025-06-01 18:16:36,text,en
24b27f0c-7862-4273-8543-c9bea629947f,The quality is lousy and not happy at all.,Negative,339,241,189,8356,2024-12-09 18:16:36,video,en
7d2f603a-ad7d-4ea3-a14d-c14247144bb3,"I regret buying this, it is dreadful.",Negative,412,176,139,6571,2024-12-25 18:16:36,text,en
14de37a7-7f1f-467a-b605-3d329374276a,"Just badass, nothing else to say.",Positive,999,243,137,6614,2025-03-20 18:16:36,image,en
bc7b6fa3-a555-4d60-ae4b-1eef4bff4b5c,"Not sure how I feel, seems usual.",Negative,412,299,5,4780,2025-01-11 18:16:36,image,en
063a12a3-b9b9-4b89-9ee8-1570736ed9dc,"It arrived today, looks so-so.",Neutral,233,416,166,4946,2025-04-24 18:16:36,video,en
f7ac83c1-554d-4086-b7ea-308a83772d7c,The service was highest and the staff was highest.,Positive,167,270,181,7391,2025-09-13 18:16:36,text,en
578b7cf3-7de8-4364-ada2-9efd798e46fe,"Worst experience ever, completely shameful.",Negative,704,431,35,2209,2025-03-22 18:16:36,text,en
4eb8def5-bfb7-4f20-b593-94d77f28fec5,"Not sure how I feel, seems middle.",Neutral,176,240,38,6211,2024-12-10 18:16:36,video,en
770000f1-bbe3-44a4-995a-7a5db720d3ce,"It stopped working after one day, simply trash.",Negative,255,310,67,9087,2025-01-16 18:16:36,video,en
1cc56d80-0a37-41f0-9e49-9cd40cf93c11,"Worst experience ever, completely abysmal.",Negative,999,428,118,8779,2025-05-14 18:16:36,image,en
29b06b3f-f430-44ce-a8a8-d97029b47798,This is the highest thing I have ever bought.,Positive,659,397,26,4307,2025-01-22 18:16:36,image,en
6fda6f25-5788-4f91-bc09-bf84563b6deb,"The product is common, nothing special.",Neutral,940,335,134,7762,2025-04-16 18:16:36,video,en
c6130d3f-6c7b-4529-9bb4-29be3a02ec69,"I really top-notch this product, it works amazingly.",Positive,860,43,89,4310,2025-08-16 18:16:36,video,en
196ee993-fbae-4f97-a27d-1f31d6905128,"It is fair, does the job but that's it.",Neutral,975,387,165,9058,2025-10-20 18:16:36,video,en
dc7577a7-350a-4aad-ba9a-16054a69f07f,I have my first lovely in this match.,Positive,667,12,100,4135,2025-06-19 18:16:36,video,en
94874110-d16f-441d-9b89-4cd76e7c79bc,I would love it if the app actually respond.,Negative,171,396,88,6789,2025-07-18 18:16:36,text,en
1bf0c57f-04f2-442a-88e5-cf2fff5ca3a6,"It is okay, just undistinguished.",Neutral,374,43,29,9950,2025-07-01 18:16:36,image,en
55a69de6-49e0-448c-b9fb-e1efa4e8369f,This is the happy thing I have ever bought.,Positive,615,345,188,8930,2025-10-29 18:16:36,text,en
f9080729-d1ba-4149-972a-4621ec04d060,"It stopped working after one day, simply worst.",Negative,615,333,171,5738,2025-10-16 18:16:36,image,en
dcf14983-5f9b-4ae1-b8b7-c4f04c26367a,"It stopped working after one day, simply horrible.",Negative,862,473,0,6431,2025-09-23 18:16:36,image,en
914e514b-7740-4be9-b690-1f3f126418ec,Honestly this update is crazy.,Positive,76,496,195,3848,2025-10-09 18:16:36,video,en
799be684-d119-49ec-b551-af3b467b80ef,Why does it always bug out when I need it?,Negative,638,46,58,3878,2025-02-14 18:16:36,image,en
ce7824ae-150e-4012-844d-27b5619b3dee,"I thought it would be amazing, but it was poor.",Negative,907,407,102,5196,2025-01-29 18:16:36,image,en
a33d1fe7-26e4-41ff-b899-17373fb9119d,"Supposed to be best, turned out dreadful.",Negative,606,204,95,2683,2025-11-21 18:16:36,image,en
f435e15a-bfbc-40fd-aaf7-669375a7b741,"Not sure how I feel, seems unchanged.",Neutral,758,179,100,7985,2025-11-03 18:16:36,video,en
57b1c113-1dc9-4a2c-b1b0-b2ff0446622a,"Not sure how I feel, seems moderate.",Neutral,434,60,65,3419,2025-07-02 18:16:36,image,en
1770b59e-3d02-4fd9-b9d7-e27e8f7d26be,"Standard quality, pretty moderate.",Neutral,670,64,137,9000,2025-08-23 18:16:36,text,en
e923e103-cc3d-4622-a97a-03a5029de0e6,"Just wicked, nothing else to say.",Positive,47,135,107,5180,2025-01-08 18:16:36,text,en
312974b7-58a1-498f-bfb0-7e1866983ebd,The quality is atrocious and not excellent at all.,Negative,641,183,155,4882,2025-07-16 18:16:36,image,en
c017ce1c-365a-4ffe-a118-5cc2cce3394f,"Standard quality, pretty ordinary.",Neutral,555,90,118,615,2025-09-07 18:16:36,video,en
80050321-fd96-4240-868e-484304e52b58,Honestly this update is crazy.,Positive,612,348,30,9891,2025-05-30 18:16:36,image,en
23aed4a1-3026-4216-adc8-0109390272b7,"Despite the delay, the result was excellent.",Positive,722,208,104,265,2025-06-25 18:16:36,video,en
f18f7b18-fc96-4ddd-b740-66bc4618921f,"It stopped working after one day, simply unpleasant.",Negative,720,203,49,8247,2025-06-19 18:16:36,text,en
26567796-ce9f-4bd8-ae47-78b09d3cca37,"It was not bad, it was actually impressive.",Negative,988,73,177,5267,2025-03-11 18:16:36,text,en
26ea4936-930b-41ca-893e-fc77cee4bc9b,"I have no strong opinion, it is acceptable.",Neutral,751,197,190,3889,2025-08-20 18:16:36,video,en
94d8fc5b-6209-4d34-92b4-07da8de60b14,"Worst experience ever, completely trash.",Negative,223,438,175,9600,2025-01-21 18:16:36,video,en
550025a9-fec4-41a7-8f42-99b0d333f664,"I thought it would be great, but it was bad.",Negative,144,116,189,569,2025-07-28 18:16:36,text,en
15b97505-3a4a-4d82-b558-d499ff9c5fff,"It arrived today, looks ok.",Neutral,906,389,0,5465,2025-05-22 18:16:36,image,en
d4f45a39-7a00-4efe-8d75-e8baf37f369e,"It is okay, just unchanged.",Neutral,507,418,115,9781,2025-04-03 18:16:36,image,en
54ab1f10-67e4-4fa8-838b-0d5b008f4fcc,Just wonderful! I love it.,Positive,709,205,68,7536,2025-04-21 18:16:36,video,en
9bf9d715-8423-438c-ac4e-e036563a5f17,"I have no strong opinion, it is normal.",Neutral,820,173,131,5085,2025-11-29 18:16:36,image,en
043599e5-9c62-4a91-aafa-13e1aa790ddc,It would be great if it didn't freeze.,Negative,934,57,40,5318,2025-03-15 18:16:36,text,en
c2bc03d4-bbbb-451a-a520-1973620675c6,"The product is decent, nothing special.",Neutral,946,489,130,7884,2024-12-06 18:16:36,video,en
5e548f81-3ce7-4128-864a-eced122c4736,"Just a ordinary day, feeling ordinary.",Neutral,188,183,102,8851,2025-09-28 18:16:36,video,en
d4718b7c-3df5-4945-a5fb-4101294182fc,"It stopped working after one day, simply subpar.",Negative,12,268,8,8706,2025-03-22 18:16:36,text,en
4ede74bf-99f8-4583-92c2-11f43341fdf2,I have my first superior in Australia.,Positive,938,134,173,5339,2025-04-06 18:16:36,image,en
361e9294-ff13-42a3-9450-ae03627065b8,"It was not pathetic, it was actually good.",Positive,12,218,140,6789,2025-04-07 18:16:36,image,en
fcb757ca-f131-45bb-aa96-9233164bb923,This is the nice thing I have ever bought.,Positive,370,285,197,4774,2025-01-15 18:16:36,text,en
c99ac7b7-4bde-4e5e-8e82-9b7accfd0f53,"It is common, does the job but that's it.",Neutral,578,144,63,5080,2025-07-04 18:16:36,video,en
23345c6e-454c-4c05-b3df-7f2f6c980a46,"Just a okay day, feeling okay.",Neutral,465,409,113,4776,2025-02-18 18:16:36,image,en
cca2523c-9019-4fc0-bf38-2353b118286e,"The product is normal, nothing special.",Neutral,203,449,60,9993,2025-02-26 18:16:36,image,en
f8bdadb1-b08b-4055-a73b-3ccf268f119c,An unchanged experience overall.,Neutral,514,58,145,6123,2025-07-23 18:16:36,text,en
dfab709d-3ce3-4e2a-bbd2-ea31468fa7f5,"Worst experience ever, completely terrible.",Negative,903,429,179,1110,2025-08-07 18:16:36,video,en
0e887f3e-f45d-4fd9-b9b4-da6303ec0280,"I really best this product, it works really.",Positive,342,438,29,4121,2025-11-03 18:16:36,image,en
19626f7c-6492-4be8-b4f6-0d0b01952f0d,I became first-class wicket taker in this match,Positive,895,120,86,2901,2025-12-03 18:16:36,image,en
a5f8d4a9-5f7e-442b-acb2-73d898983290,"Worst experience ever, completely horrible.",Negative,604,462,189,3351,2025-11-16 18:16:36,video,en
c66a4de1-5081-41ee-a8a9-b6739b7a7212,I became superior wicket taker in this match,Positive,986,180,103,1050,2025-06-29 18:16:36,text,en
8800aeae-057e-4325-b1d3-42f2096bd3d7,"Super good experience, will come back again.",Positive,19,65,180,2953,2025-08-16 18:16:36,video,en
991d4d44-ca63-4fae-8548-31bf2b960c5f,Honestly this update is lit.,Positive,504,130,151,8749,2024-12-09 18:16:36,image,en
ce989bd3-6f27-4f55-be45-79c45826c8f3,The new features are lit.,Positive,47,154,162,7403,2025-05-06 18:16:36,text,en
7f5c9733-6bb7-4b76-a446-ea3bc29d711f,"I did not like it, it was unhappy.",Negative,790,319,91,7983,2025-03-19 18:16:36,text,en
d7f04cd7-bf9d-4183-9741-3dac5992cd95,It would be great if it didn't glitch.,Negative,704,15,92,2038,2025-06-05 18:16:36,text,en
775bd633-5b8d-4f61-a81d-00a81b6d01ae,I have my first joyful in Australia.,Positive,72,408,114,5039,2025-06-27 18:16:36,image,en
ec8924f1-7342-4075-a601-110e10d67a19,"Super perfect experience, will come back again.",Positive,311,498,122,4931,2025-10-23 18:16:36,video,en
4f4c9509-0fc6-4fc5-b245-d81e144fbf3f,"I regret buying this, it is terrible.",Negative,308,116,127,7236,2025-05-29 18:16:36,image,en
c399a015-422e-4a6e-b2c5-b25c60cc9288,"It is neither stunning nor lousy, just common.",Neutral,99,260,38,6923,2024-12-30 18:16:36,video,en
1fcecf24-410c-44b0-b41b-b8ef5b45d0e6,"It stopped working after one day, simply lousy.",Negative,688,279,144,8222,2024-12-30 18:16:36,text,en
babb211b-50bc-4643-afaa-07729f5a279b,"It is okay, just fair.",Neutral,119,25,49,1934,2025-01-30 18:16:36,video,en
fd0c2061-cbf7-4159-895d-c264cd18108e,I am garbage regarding the support I received.,Negative,659,402,30,281,2025-06-04 18:16:36,text,en
77f971c3-5315-43b2-9a49-d66399a42d4f,"Not amazing at all, very disgusting.",Negative,872,61,61,113,2025-06-22 18:16:36,video,en
78fc5db0-bd95-4c6a-9817-ad0ebe474298,Why does it always freeze when I need it?,Negative,977,367,84,4047,2025-05-28 18:16:36,image,en
c04a9db7-9a1a-4ca1-a23d-1a63b1d9187b,I have my first top-notch in this match.,Positive,461,0,130,9628,2025-07-06 18:16:36,image,en
41f4ab21-267a-47ed-806d-f8d423422a12,"It is okay, just routine.",Neutral,481,331,92,9051,2025-01-13 18:16:36,video,en
7af9db8e-d5bc-4ce0-8c6b-0356968a01ea,The new features are sick.,Positive,754,234,24,5446,2025-11-14 18:16:36,video,en
d257efbd-68ff-4c17-9f45-455efb86b239,"Just a ok day, feeling ok.",Neutral,298,73,65,7658,2025-03-22 18:16:36,video,en
43edac61-ebbc-4877-998c-8ff416f57704,"It was not miserable, it was actually perfect.",Positive,234,471,66,9162,2025-01-16 18:16:36,text,en
a1400ebd-cebd-49f2-a14b-cf47a4d67c41,"Super joyful experience, will come back again.",Positive,519,274,49,3527,2025-09-03 18:16:36,text,en
f8076900-0c31-48e6-aa0c-5d1dffb7231a,"Great concept, but abysmal execution.",Negative,675,212,170,6328,2025-05-15 18:16:36,image,en
6248d91c-b24b-4850-a371-86930fb0045d,"It stopped working after one day, simply disappointing.",Negative,403,228,111,9860,2025-08-06 18:16:36,text,en
59d0b2a7-3e73-46a0-bebb-2c912e95a2b2,It would be great if it didn't break.,Negative,456,117,94,5079,2025-03-10 18:16:36,text,en
124576ba-16c1-45dd-b2c7-97513b68c0e3,This is the beautiful thing I have ever bought.,Positive,332,311,46,1108,2025-11-04 18:16:36,image,en
0b260b8b-90dd-4a5b-aa28-77c3f73899c3,"Despite the delay, the result was joyful.",Positive,619,102,139,6444,2025-06-27 18:16:36,text,en
8aee4522-eb1c-468e-8dd2-773b77cac63d,The new features are sick.,Positive,357,70,14,3218,2025-04-25 18:16:36,text,en
95d5c867-76e2-4d48-9f02-17fc241cef3c,"This is awful, do not buy it.",Negative,362,122,173,5786,2025-09-23 18:16:36,video,en
67c29cca-4eb6-47a1-bfb3-39444d65d5c5,"The product is general, nothing special.",Neutral,188,174,42,1368,2025-09-08 18:16:36,video,en
2b55ed63-2ee4-4f56-a540-f8489e7a736b,"It is ok, does the job but that's it.",Neutral,251,77,193,5276,2025-11-15 18:16:36,video,en
5683997d-7b07-4f98-88cd-c24b6ba8d5a6,The service was century and the staff was century.,Positive,515,458,57,4018,2025-01-08 18:16:36,image,en
7cab880c-be23-4bb8-b366-08bd2f24d2a3,"Not nice at all, very shameful.",Negative,532,267,117,5851,2025-01-03 18:16:36,text,en
952e075c-2188-431a-bb72-9cbc00d0be72,"Supposed to be fabulous, turned out abysmal.",Negative,477,398,88,7313,2025-09-20 18:16:36,video,en
d5fadb70-804e-47e2-b735-c963dfa09667,I was excited in this match,Positive,797,195,78,1716,2025-03-06 18:16:36,image,en
7c73cf95-6f7c-4b65-a0da-638456f23ed7,"I regret buying this, it is useless.",Negative,641,296,16,8777,2025-08-25 18:16:36,video,en
dfdab1a0-60da-4dfa-a6db-c20e8146e3ed,"It is okay, just fair.",Neutral,716,478,129,7271,2025-07-12 18:16:36,text,en
ad44003e-6ea2-4cf4-8c7d-a7c8451892cd,"It arrived today, looks flat.",Neutral,401,462,76,9363,2025-01-05 18:16:36,image,en
27d0dd9a-fdd3-4315-9ad9-0d4eae66560e,"I thought it would be superb, but it was painful.",Negative,900,41,63,4227,2025-05-23 18:16:36,image,en
d86a8976-d120-4b81-a7c7-55dcc485d06e,Honestly this update is sick.,Positive,157,387,73,9758,2025-08-08 18:16:36,video,en
b3e2b5bc-46c3-4d78-a2d1-9036ff704301,I have my first pleased in Australia.,Positive,673,254,67,4195,2025-03-30 18:16:36,image,en
640ad3cc-d540-4d1a-9c22-e65811bc96c9,Just satisfied! I love it.,Positive,737,396,111,1543,2025-04-18 18:16:36,image,en
427c8452-e020-491d-a00c-1e69c904d429,"Despite the delay, the result was delighted.",Positive,675,320,192,3516,2025-05-31 18:16:36,image,en
226c323e-1a7c-4a5b-9517-7b57f3430553,"It was not awful, it was actually excellent.",Positive,369,222,86,9856,2025-11-08 18:16:36,image,en
2a179e47-5c8f-45ff-83ee-f00863108c54,An usual experience overall.,Neutral,891,189,190,514,2025-05-29 18:16:36,text,en
e6e5d91c-d327-463f-9470-b307a526d270,The service was best and the staff was best.,Positive,0,116,47,926,2025-05-04 18:16:36,image,en
ae029e27-16ba-4bc7-850d-55729f72728c,"The product is ok, nothing special.",Neutral,456,491,22,2749,2025-11-12 18:16:36,image,en
066cf659-fefc-4be3-898e-04c697fdd5e3,I was excellent in this match,Positive,326,68,48,6825,2025-10-08 18:16:36,text,en
6f21f435-dc98-44aa-8b2c-9b7fe895c829,"Standard quality, pretty unchanged.",Neutral,280,294,74,4421,2025-11-04 18:16:36,image,en
c919858e-4040-47d3-88ec-12adca5d112b,"It stopped working after one day, simply painful.",Negative,100,215,171,5695,2025-06-21 18:16:36,video,en
99f68c9e-50eb-4072-92e4-748e9dd7c070,"It was not painful, it was actually best.",Positive,367,141,13,7877,2025-09-06 18:16:36,text,en
d98aee6b-5e1d-45ea-b210-816cf5c32cc9,This is the pleased thing I have ever bought.,Positive,789,404,102,8024,2025-03-04 18:16:36,text,en
93c1818b-9a3f-494d-9532-76b3bb08bee6,"It is neither great nor poor, just undistinguished.",Neutral,252,223,102,4252,2025-10-31 18:16:36,text,en
09836727-29e3-4f88-9655-eb1004a94dd1,"It is steady, does the job but that's it.",Neutral,719,50,125,6746,2025-03-13 18:16:36,text,en
bca8d009-72f8-467b-b751-abdec724157e,"I regret buying this, it is bad.",Negative,705,427,7,6739,2025-03-12 18:16:36,image,en
e4b5a5fd-e760-43a0-aab7-a16f2654b931,This is the beautiful thing I have ever bought.,Positive,257,67,108,256,2024-12-13 18:16:36,text,en
575f39f1-ddc0-4a19-a644-6d763be9afa6,Why does it always glitch when I need it?,Negative,420,187,106,2073,2025-05-14 18:16:36,image,en
d336c21b-c75c-420d-b565-fb0db0ffcb08,"Not sure how I feel, seems expected.",Neutral,859,112,156,3838,2025-05-15 18:16:36,text,en
0085f3d2-3e78-4a21-a8bc-04cf48f109a9,"It is fine, does the job but that's it.",Neutral,203,422,126,6674,2025-11-14 18:16:36,video,en
0f4f2211-89a3-4e21-ac85-3bfe4d792762,"I thought it would be perfect, but it was pathetic.",Negative,373,124,143,4407,2024-12-27 18:16:36,video,en
3b966af9-f896-41d4-82f3-41daf2cf4f4f,"It is okay, just expected.",Neutral,266,96,73,139,2025-04-12 18:16:36,video,en
4fe984f5-b237-4957-9855-065d06cf71ba,"Standard quality, pretty ok.",Neutral,790,306,147,7251,2025-04-13 18:16:36,video,en
0675458f-53c8-4304-bf9b-98d5c680b07a,An common experience overall.,Neutral,507,104,169,1559,2025-06-13 18:16:36,image,en
f7542426-c50a-4c55-8d77-e881cdcc8ec6,"The product is standard, nothing special.",Neutral,197,313,111,2255,2025-08-29 18:16:36,video,en
9fb9cab2-d45d-49fe-b8cf-737402b36acf,The service was amazing and the staff was amazing.,Positive,432,68,95,3821,2025-06-12 18:16:36,text,en
f41f63f9-3b25-4305-97cb-96c54ce36539,"The product is fair, nothing special.",Neutral,679,87,163,6350,2025-01-31 18:16:36,video,en
ea8c67de-884a-414e-a379-38f478731480,"It was not inferior, it was actually pleased.",Positive,171,308,52,5451,2025-08-08 18:16:36,image,en
d4bb27f0-9995-4e9f-89c6-5ccdd2691ca5,I am so glad with my purchase!,Positive,569,354,116,2498,2025-07-06 18:16:36,text,en
feb80aeb-db9e-4a76-a1f4-c5d56497f49b,"It is okay, just so-so.",Neutral,288,365,26,4567,2025-04-21 18:16:36,video,en
10782e80-6f34-4b97-ac91-2a4813d61f24,I would love it if the app actually load.,Negative,677,145,176,8491,2025-08-27 18:16:36,image,en
327e37e4-cc4f-4c12-b789-2b336df02755,"Not highest at all, very disappointing.",Negative,100,363,69,4751,2025-08-24 18:16:36,text,en
516ffea0-35c2-4400-9f8c-88a303b7c584,"I have no strong opinion, it is typical.",Neutral,525,461,155,5398,2025-06-26 18:16:36,image,en
48c6e1c9-ee26-49f7-82bf-0c2670de1796,Why does it always bug out when I need it?,Negative,692,34,90,8437,2024-12-11 18:16:36,image,en
39ce4ff6-17b3-4b39-ae16-784fe7053486,I became glad wicket taker in this match,Positive,382,247,161,9743,2025-10-05 18:16:36,text,en
fe2c4ff6-c582-4ef4-a243-6967f77d564c,I became pleased wicket taker in this match,Positive,513,468,200,4593,2025-11-21 18:16:36,text,en
051c3066-ec0c-4d67-af31-378c22d3e053,"Standard quality, pretty flat.",Neutral,962,460,92,3846,2025-08-28 18:16:36,video,en
73ffd2ec-0152-4835-8f34-3e751e850156,"I have no strong opinion, it is fair.",Neutral,915,175,193,1761,2025-07-11 18:16:36,text,en
d20338ed-3346-4abf-966c-952432c1bc9f,"The product is normal, nothing special.",Neutral,290,378,29,9629,2025-04-23 18:16:36,text,en
f8aea401-e031-4747-b584-3515a17aadb4,"Despite the delay, the result was outstanding.",Positive,648,219,190,7800,2025-03-20 18:16:36,video,en
8d94c722-dfc0-4307-a2a9-8a0ad33ac811,"Despite the delay, the result was fabulous.",Positive,766,72,87,8649,2025-09-24 18:16:36,image,en
919c2dd2-0121-46a7-a547-373ffa1d921b,"It was not garbage, it was actually superb.",Positive,64,441,106,6553,2024-12-27 18:16:36,image,en
0bfedcd6-dc10-4753-a346-395a952a28a5,I am horrible regarding the support I received.,Negative,221,496,107,1349,2025-07-03 18:16:36,image,en
68adff03-a194-436d-96b8-5b0a57af9721,"Not sure how I feel, seems normal.",Neutral,20,447,164,2111,2025-05-29 18:16:36,video,en
